Date,Price,Open,High,Low,Vol.,Change %
7/22/2020,43928.00,44333.00,44739.00,43928.00,1000000.00,-0.01
7/23/2020,43685.00,43928.00,44252.00,43442.00,914440.00,-0.01
7/24/2020,42145.00,43523.00,43685.00,41173.00,2450000.00,-0.04
7/27/2020,40119.00,39633.00,41740.00,39633.00,3380000.00,-0.05
7/28/2020,40929.00,40524.00,41335.00,40119.00,1580000.00,0.02
7/29/2020,39997.00,40119.00,40524.00,39714.00,1620000.00,-0.02
7/30/2020,40362.00,40443.00,40605.00,40119.00,985980.00,0.01
7/31/2020,40929.00,39795.00,41659.00,39795.00,2630000.00,0.01
8/3/2020,42631.00,40929.00,42712.00,40929.00,1670000.00,0.04
8/4/2020,43766.00,43118.00,44009.00,43118.00,2020000.00,0.03
8/5/2020,44577.00,43361.00,44577.00,43118.00,2170000.00,0.02
8/6/2020,43685.00,44171.00,44496.00,43523.00,1410000.00,-0.02
8/7/2020,43847.00,43766.00,44415.00,43604.00,1150000.00,0.00
8/10/2020,44171.00,43928.00,44496.00,43928.00,1140000.00,0.01
8/11/2020,44252.00,44415.00,44415.00,43847.00,790510.00,0.00
8/12/2020,43928.00,44009.00,44415.00,43685.00,1180000.00,-0.01
8/13/2020,44090.00,43928.00,44252.00,43766.00,1140000.00,0.00
8/14/2020,43280.00,44090.00,44171.00,42956.00,2160000.00,-0.02
8/17/2020,42956.00,43280.00,43361.00,42388.00,1320000.00,-0.01
8/18/2020,42469.00,42956.00,42956.00,42388.00,925550.00,-0.01
8/19/2020,42712.00,42469.00,42875.00,42226.00,1040000.00,0.01
8/20/2020,42145.00,42712.00,42794.00,42145.00,1700000.00,-0.01
8/21/2020,42631.00,42145.00,42875.00,42145.00,1160000.00,0.01
8/24/2020,43442.00,42794.00,43766.00,42794.00,2060000.00,0.02
8/25/2020,43442.00,43766.00,44090.00,43442.00,2040000.00,0.00
8/26/2020,43361.00,43442.00,43685.00,43199.00,1060000.00,0.00
8/27/2020,43442.00,43361.00,43523.00,43280.00,979580.00,0.00
8/28/2020,44171.00,43685.00,44982.00,43523.00,2860000.00,0.02
8/31/2020,44577.00,44577.00,44982.00,44090.00,1550000.00,0.01
9/1/2020,44252.00,44577.00,44577.00,44009.00,1950000.00,-0.01
9/3/2020,44901.00,44901.00,44982.00,44333.00,2100000.00,0.01
9/4/2020,45630.00,44090.00,45792.00,44090.00,3170000.00,0.02
9/7/2020,44252.00,45873.00,46279.00,44252.00,2720000.00,-0.03
9/8/2020,44415.00,44333.00,44577.00,44090.00,1750000.00,0.00
9/9/2020,44577.00,43847.00,44901.00,43847.00,1300000.00,0.00
9/10/2020,44415.00,44901.00,44982.00,44333.00,882670.00,0.00
9/11/2020,44577.00,44252.00,44577.00,44009.00,647740.00,0.00
