Date,Price,Open,High,Low,Vol.,Change %
8/18/2021,36643.70,37069.80,38043.70,36643.70,27350000.00,-0.02
8/19/2021,38165.40,37069.80,38287.20,37008.90,24400000.00,0.04
8/20/2021,38043.70,38165.40,38652.40,36948.00,41330000.00,0.00
8/23/2021,38591.50,38043.70,38591.50,37617.60,22370000.00,0.01
8/24/2021,37252.40,38348.10,38713.30,36339.30,36180000.00,-0.03
8/25/2021,37739.40,37252.40,37739.40,36765.40,17200000.00,0.01
8/26/2021,37191.50,37739.40,37922.00,36339.30,19000000.00,-0.01
8/27/2021,37252.40,36643.70,37374.10,36400.20,16470000.00,0.00
8/30/2021,37982.80,37495.90,38043.70,36948.00,19120000.00,0.02
8/31/2021,37617.60,38287.20,38469.80,37130.70,14990000.00,-0.01
9/1/2021,37252.40,37313.30,37739.40,37069.80,14600000.00,-0.01
9/6/2021,36522.00,37374.10,37556.70,36522.00,26510000.00,-0.02
9/7/2021,36765.40,36826.30,37374.10,36400.20,38130000.00,0.01
9/8/2021,39317.50,39317.50,39317.50,39139.80,15490000.00,0.07
9/9/2021,39050.90,39450.80,40250.40,38873.20,21430000.00,-0.01
9/10/2021,38917.60,39095.30,39361.90,38739.90,11080000.00,0.00
9/13/2021,38739.90,38917.60,38917.60,37940.30,12810000.00,0.00
9/14/2021,37762.60,38295.70,38473.40,37762.60,8890000.00,-0.03
9/15/2021,38118.00,37318.30,38340.10,37229.40,8240000.00,0.01
9/16/2021,37762.60,38251.20,38384.50,37629.30,5160000.00,-0.01
9/17/2021,38206.80,37807.00,39050.90,37584.80,14950000.00,0.01
9/20/2021,38029.10,38828.80,38873.20,37984.70,8070000.00,0.00
9/21/2021,37407.10,37762.60,37940.30,37140.60,9650000.00,-0.02
9/22/2021,37140.60,37629.30,37673.70,37007.30,7000000.00,-0.01
9/23/2021,37229.40,37318.30,37940.30,37140.60,6140000.00,0.00
9/24/2021,37140.60,37318.30,37584.80,37096.20,5480000.00,0.00
9/27/2021,35541.20,37140.60,37273.90,35541.20,11610000.00,-0.04
9/28/2021,36074.30,35541.20,36340.90,35363.50,7320000.00,0.02
9/29/2021,35630.10,35985.50,36029.90,35363.50,5870000.00,-0.01
9/30/2021,36118.80,35807.80,36163.20,35630.10,4640000.00,0.01
10/1/2021,34830.40,35718.90,35896.60,34830.40,11420000.00,-0.04
10/4/2021,34297.30,34652.70,34741.50,33630.90,10860000.00,-0.02
10/5/2021,35896.60,35052.50,36163.20,34830.40,10300000.00,0.05
10/6/2021,35496.80,36163.20,36207.60,35452.40,7730000.00,-0.01
10/7/2021,36163.20,35541.20,36385.30,35319.10,9050000.00,0.02
10/8/2021,36296.50,36163.20,36607.50,35985.50,7240000.00,0.00
10/11/2021,37229.40,36429.80,37229.40,36429.80,8760000.00,0.03
10/12/2021,36785.20,37229.40,37451.60,36785.20,8030000.00,-0.01
10/13/2021,36429.80,36785.20,37096.20,36429.80,7680000.00,-0.01
10/14/2021,36429.80,36429.80,36962.90,36118.80,11240000.00,0.00
10/15/2021,36207.60,36607.50,36785.20,36163.20,6790000.00,-0.01
10/18/2021,36296.50,36207.60,36962.90,35763.40,12050000.00,0.00
10/19/2021,36340.90,36429.80,37051.70,36252.10,9430000.00,0.00
10/20/2021,35807.80,36340.90,36385.30,35452.40,14340000.00,-0.01
10/21/2021,35274.70,35896.60,35941.10,35274.70,10870000.00,-0.01
10/22/2021,34830.40,35274.70,35496.80,34697.10,11920000.00,-0.01
10/25/2021,34030.70,34652.70,34741.50,33853.00,16440000.00,-0.02
10/26/2021,34475.00,34030.70,34519.40,33764.20,9370000.00,0.01
10/27/2021,35896.60,34652.70,35985.50,34563.80,13190000.00,0.04
10/28/2021,36252.10,35985.50,36785.20,35763.40,13800000.00,0.01
10/29/2021,35985.50,36296.50,36429.80,35718.90,12460000.00,-0.01
11/1/2021,36785.20,36074.30,37140.60,35985.50,25270000.00,0.02
11/2/2021,37629.30,36874.00,37762.60,36785.20,19790000.00,0.02
11/3/2021,37051.70,37984.70,38073.50,36785.20,19760000.00,-0.02
11/4/2021,38206.80,37140.60,39006.50,37051.70,26490000.00,0.03
11/5/2021,38118.00,38473.40,38562.20,38029.10,15110000.00,0.00
11/8/2021,39539.60,38473.40,39939.50,38295.70,33660000.00,0.04
11/9/2021,39361.90,39539.60,39806.20,38917.60,17180000.00,0.00
11/10/2021,39717.30,39539.60,40605.90,39361.90,21000000.00,0.01
11/11/2021,39228.60,39761.70,40428.10,38429.00,26210000.00,-0.01
11/12/2021,39628.50,39450.80,40161.60,39139.80,13100000.00,0.01
11/15/2021,40694.70,40428.10,41583.20,40072.70,30280000.00,0.03
11/16/2021,39761.70,40161.60,40739.10,39539.60,17400000.00,-0.02
11/17/2021,40739.10,39806.20,41094.50,39628.50,21270000.00,0.02
11/18/2021,43582.40,43004.90,43582.40,41760.90,43580000.00,0.07
11/19/2021,43093.70,44426.50,45137.40,40605.90,33030000.00,-0.01
11/22/2021,43182.60,43093.70,44337.70,42560.60,21670000.00,0.00
11/23/2021,46203.60,42916.00,46203.60,42560.60,39810000.00,0.07
11/24/2021,47269.80,47092.10,48336.10,46825.60,24890000.00,0.02
11/25/2021,48869.20,47358.70,49313.50,46914.40,27050000.00,0.03
11/26/2021,47536.40,48602.60,49224.60,47092.10,32800000.00,-0.03
11/29/2021,49135.70,46647.90,49224.60,46647.90,31650000.00,0.03
11/30/2021,49668.90,50468.50,51268.20,48869.20,25490000.00,0.01
12/1/2021,49046.90,49313.50,49935.40,48069.50,24740000.00,-0.01
12/2/2021,47980.70,48869.20,49580.00,47980.70,22600000.00,-0.02
12/3/2021,44870.80,48069.50,48336.10,44870.80,47800000.00,-0.06
12/6/2021,45315.10,44959.70,46470.20,43538.00,33270000.00,0.01
12/7/2021,46381.30,46203.60,46647.90,45137.40,16890000.00,0.02
12/8/2021,46025.90,46647.90,47003.30,46025.90,13840000.00,-0.01
12/9/2021,47802.90,45315.10,47802.90,45315.10,17430000.00,0.04
12/10/2021,47092.10,47714.10,47802.90,46736.70,14880000.00,-0.01
